id;xorig;yorig;xdest;ydest;facper
2040;305600;5037022;295592;5040013;26.995
2041;306405;5043210;274976;5034921;28.132
2042;311100;5047279;299415;5040965;30.508
2043;308989;5041771;294893;5040988;24.025
2044;311858;5040786;300616;5043771;30.148
2045;304541;5039830;299653;5040319;26.312
2046;305147;5040098;299458;5040316;19.649
2047;306063;5042449;295021;5039051;27.850
2048;307516;5036914;302145;5036533;34.816
2049;310800;5048624;298990;5040647;33.002
2050;305172;5033418;298634;5039583;33.588
2051;304112;5044639;293965;5038902;24.320
2052;308417;5050454;294709;5032974;40.425
2053;303648;5044045;299085;5040381;32.924
2054;311959;5048236;299716;5046274;17.655
2055;303299;5041792;299670;5040575;15.654
2056;303365;5041715;299700;5040643;19.745
2057;306260;5046883;300769;5039553;25.437
2058;309996;5035172;298679;5039433;37.670
2059;309753;5034016;301468;5036275;43.688
2060;309934;5035146;301589;5036477;44.661
2061;309012;5033518;284297;5037951;35.396
2062;310006;5039863;300423;5045465;32.567
2063;309804;5039684;299374;5039942;31.786
2064;308781;5051348;303774;5050441;27.120
2065;308778;5051505;303614;5050417;29.034
2066;306493;5040133;285195;5035630;56.212
2067;314335;5040742;304289;5059691;28.534
2068;316687;5042026;291379;5041984;36.878
2069;316530;5042112;301366;5039562;48.131
2070;309129;5049629;300028;5041018;27.372
2071;309116;5049395;299763;5040904;27.956
2072;309324;5041528;294866;5050984;34.322
2073;306189;5038519;298534;5039822;20.493
2074;306360;5038688;298881;5040361;23.487
2075;307636;5047818;300684;5051998;41.386
2076;303715;5040727;300967;5042446;14.565
2077;308865;5040967;300478;5043193;31.057
2078;308066;5043310;301190;5045627;37.712
2079;308284;5043280;299437;5040307;35.563
2080;316232;5042380;297730;5041817;20.020
2081;316441;5042393;297925;5041974;29.479
2082;303815;5044041;303411;5052090;30.172
2083;303798;5044206;303459;5051936;28.977
2084;304023;5044244;299849;5048486;28.277
2085;303144;5041742;301461;5045381;34.633
2086;305275;5040919;296686;5043212;17.425
2087;305159;5040956;291138;5042083;22.641
2088;307751;5032875;293765;5040841;30.021
2089;305701;5033964;298730;5040608;41.035
2090;308215;5034636;299329;5040200;29.245
2091;308229;5034906;299536;5040052;34.309
2092;308412;5045213;293754;5045689;39.516
2093;317733;5043593;295443;5040283;33.683
2094;308478;5036764;295694;5040352;29.662
2095;308406;5037022;295464;5040544;33.737
2096;308461;5036970;300489;5040930;26.642
2097;308288;5036965;299919;5040738;23.559
2098;305164;5039391;302845;5040600;27.732
2099;306367;5033817;299581;5040089;35.001
2100;305409;5041297;296788;5032454;25.182
2101;305080;5041504;298310;5038689;28.698
2102;307715;5046985;288009;5043911;28.139
2103;308021;5039307;296395;5037287;31.452
2104;309072;5044341;299732;5039912;27.490
2105;309031;5044526;299654;5040960;25.662
2106;314248;5036200;298292;5050496;23.878
2107;306011;5045370;302774;5049767;19.414
2108;312576;5047600;304601;5058115;29.118
2109;307148;5040510;301612;5047483;28.564
2110;307336;5040469;299130;5040113;31.176
2111;317946;5042779;300430;5040825;26.438
2112;307797;5048114;301557;5049998;23.254
2113;305698;5040192;299170;5036565;33.653
2114;309442;5033464;304280;5057123;28.931
2115;311866;5047668;289920;5038663;26.971
2116;310731;5037976;289011;5038312;29.957
2117;310591;5038207;288994;5038153;33.012
2118;310554;5038035;289244;5038116;30.608
2119;304975;5045397;297270;5035295;41.279
2120;308105;5041080;299611;5040062;22.936
2121;316190;5044893;300431;5045644;23.286
2122;316357;5044828;300594;5040838;22.445
2123;309909;5048405;299210;5040188;29.637
2124;309706;5048287;298679;5040212;34.062
2125;306347;5046007;298489;5050879;21.240
2126;306301;5033359;290398;5040491;43.551
2127;306501;5033408;298178;5055688;32.439
2128;308031;5035202;298914;5054203;36.470
2129;306586;5036671;299810;5040161;17.040
2130;309681;5051945;299261;5039714;25.392
2131;309640;5051990;300714;5040717;23.791
2132;309889;5052169;300634;5045666;22.806
2133;305023;5043828;300083;5041782;19.021
2134;304798;5043846;301310;5049071;35.321
2135;307523;5032599;298733;5039615;36.895
2136;307526;5032807;301346;5040777;29.344
2137;307547;5032774;300018;5040242;37.515
2138;309180;5048797;295695;5039603;45.478
2139;309222;5048807;300647;5046031;35.967
2140;309395;5048796;300630;5040051;45.504
2141;306918;5034208;299078;5041334;41.095
2142;309033;5045584;296412;5055199;32.492
2143;307916;5048177;305117;5055873;33.529
2144;306160;5043188;297285;5045168;33.908
2145;309492;5050806;298069;5038567;24.212
2146;303983;5041587;300027;5041677;18.232
2147;304144;5041577;299795;5041449;17.000
2148;304107;5041608;299787;5041467;19.381
2149;306644;5046840;299585;5041545;36.111
2150;319397;5044461;296072;5042990;25.869
2151;319410;5044231;296281;5042754;31.839
2152;308582;5042114;293525;5034731;24.712
2153;308635;5042064;293703;5034538;20.246
2154;305752;5044043;294819;5044741;29.808
2155;318322;5042505;298581;5040183;51.091
2156;310016;5051591;295060;5039714;29.139
2157;309945;5051853;295582;5039395;30.375
2158;308689;5036333;285444;5035364;26.079
2159;312067;5040231;299552;5041490;35.796
2160;306172;5043161;300906;5045186;43.950
2161;308800;5037031;299660;5041840;45.223
2162;308500;5039152;300694;5047925;20.687
2163;309282;5050076;293710;5044625;22.955
2164;305355;5037715;299416;5040482;31.085
2165;304481;5040608;299410;5040476;20.901
2166;307710;5037819;293836;5046213;35.045
2167;307242;5034154;299833;5040248;34.464
2168;303321;5040464;302826;5040769;34.989
2169;304396;5044356;302821;5040596;31.045
2170;303338;5040246;302835;5040554;31.913
2171;305828;5047428;295105;5042717;32.589
2172;310095;5037159;298653;5040807;24.515
2173;310230;5037367;298620;5040797;24.878
2174;305867;5042163;290989;5041563;29.711
2175;306246;5037767;297546;5045563;17.411
2176;306376;5037787;299430;5042171;16.642
2177;306457;5037775;297800;5045539;18.773
2178;310824;5038850;291305;5041490;21.842
2179;310954;5038822;300349;5041621;21.604
2180;311229;5040703;299653;5041603;28.342
2181;308424;5038755;298741;5039613;30.614
2182;306103;5036119;300339;5041522;35.887
2183;306253;5036155;300407;5041595;34.902
2184;306312;5036329;299871;5040327;35.996
2185;310531;5049070;299238;5040352;29.353
2186;310067;5049969;301136;5047765;22.416
2187;309988;5037017;299978;5040775;18.750
2188;305329;5036156;302646;5051269;17.666
2189;316856;5042850;299487;5040599;51.007
2190;305079;5040356;298437;5039614;24.656
2191;311177;5038314;291159;5041499;27.470
2192;311199;5038365;296586;5036474;26.921
2193;308135;5040801;287829;5036466;23.473
2194;306671;5036961;296697;5031603;30.599
2195;304956;5042611;300669;5045126;29.053
2196;305355;5037252;299899;5040181;45.104
2197;306195;5043706;298607;5039360;32.919
2198;304960;5037543;300092;5041090;26.573
2199;315922;5042228;302432;5051127;18.870
2200;306034;5036589;298516;5040379;31.672
2201;303969;5040251;302420;5041819;30.991
2202;306576;5041937;299896;5043108;29.282
2203;306186;5035833;299706;5036044;33.825
2204;307758;5032422;300057;5040605;29.954
2205;307507;5032639;298471;5041003;22.455
2206;311974;5039326;298812;5050349;36.420
2207;311864;5039313;299047;5050155;32.661
2208;311299;5037859;291066;5041157;34.929
2209;311114;5037856;296841;5043388;30.393
2210;304072;5042917;295975;5046768;21.884
2211;304212;5042740;288749;5035418;16.363
2212;318110;5042817;298479;5039666;30.667
2213;307357;5035016;297197;5044488;26.839
2214;318305;5044894;301792;5048099;36.305
2215;307036;5041584;299160;5040210;38.031
2216;304315;5042025;301536;5050071;20.857
2217;309210;5042798;299535;5040464;26.587
2218;307559;5046708;302012;5044874;51.341
2219;308923;5048139;292504;5048926;38.945
2220;307768;5050529;301005;5046504;22.592
2221;311069;5047110;303747;5050502;37.230
2222;304554;5043147;291053;5042368;21.249
2223;308330;5042804;299594;5039887;34.683
2224;304636;5044666;296035;5040481;33.072
2225;317438;5042572;298134;5038701;32.429
2226;309635;5033823;300700;5035994;24.993
2227;309644;5033607;300715;5035986;19.928
2228;306510;5044129;272070;5031351;24.943
2229;310631;5040414;296335;5047174;30.274
2230;310649;5040454;297925;5035191;35.717
2231;305330;5039234;297969;5038836;30.220
2232;303120;5042897;299319;5048449;35.257
2233;305155;5034814;285151;5035607;22.964
2234;305128;5034796;300607;5041224;25.619
2235;305338;5035024;285217;5035604;26.215
2236;303777;5042548;287036;5034073;32.829
2237;311684;5038726;299722;5040238;47.408
2238;305736;5035524;299577;5040259;43.784
2239;308462;5042930;299294;5040516;28.288
2240;304764;5045894;296579;5048807;23.390
2241;307603;5041543;292784;5044284;29.466
2242;307465;5042263;300778;5042629;28.515
2243;305641;5038621;304663;5054289;20.249
2244;304357;5044391;295814;5039295;37.891
2245;305030;5038888;299382;5039772;25.972
2246;305260;5038898;300199;5041266;32.369
2247;311007;5050465;302744;5052614;29.115
2248;311213;5050433;298222;5038802;40.418
2249;305109;5043374;302632;5040774;18.622
2250;308772;5042706;300527;5039590;26.419
2251;306545;5043702;299079;5043606;33.077
2252;308171;5034355;295087;5039003;28.261
2253;304194;5043066;298152;5054293;34.649
2254;317216;5042805;299523;5047819;24.464
2255;316949;5042832;299299;5047812;29.228
2256;306523;5036373;299120;5040340;27.102
2257;306116;5037688;293029;5043494;23.512
2258;304990;5040980;299033;5039264;16.519
2259;305004;5041160;299053;5039217;12.669
2260;307740;5033385;287147;5034045;38.622
2261;304596;5038128;298960;5037678;21.457
2262;304400;5038153;299154;5040364;16.310
2263;302931;5042696;295910;5036714;27.993
2264;306724;5037068;300966;5036099;20.783
2265;306934;5037225;300908;5035955;20.510
2266;317578;5043092;297925;5039657;24.929
2267;305379;5044083;302241;5046597;20.345
2268;303199;5042843;298438;5039110;15.257
2269;304013;5041410;295553;5040361;47.429
2270;306777;5048184;299656;5041620;22.955
2271;306763;5048203;299402;5041638;25.553
2272;309450;5044295;296068;5044526;27.247
2273;308840;5037066;299710;5040337;35.440
2274;308845;5037101;291035;5040941;45.664
2275;305608;5044275;299260;5040505;26.174
2276;305633;5044303;299892;5040729;28.645
2277;305987;5035053;290596;5043761;18.088
2278;306025;5035027;300654;5046182;23.213
2279;315534;5043723;299572;5040648;28.375
2280;310396;5051399;299345;5050923;28.455
2281;309399;5051194;297396;5056047;22.231
2282;311439;5039346;299635;5039959;38.308
2283;311428;5039479;297233;5047866;30.872
2284;311204;5039473;299633;5039980;32.087
2285;309917;5039817;300611;5045431;29.016
2286;309727;5039962;299237;5040397;22.538
2287;307389;5036225;296563;5041432;20.915
2288;311691;5050469;300226;5040164;34.982
2289;308096;5044475;293268;5043354;29.173
2290;303878;5043404;299633;5042056;17.122
2291;309501;5051964;299682;5039768;21.586
2292;306340;5041940;301947;5042425;48.719
2293;309689;5039966;300871;5043430;38.216
2294;309297;5054520;291157;5041482;24.158
2295;309330;5048201;300971;5046214;26.454
2296;307279;5038270;300331;5041682;26.548
2297;303808;5041137;297763;5036474;22.452
2298;311694;5039293;299978;5040402;36.046
2299;306738;5046313;301191;5042511;39.424
2300;306518;5041056;285221;5035371;20.327
2301;305853;5040940;295716;5039426;25.103
2302;309093;5042230;299052;5043605;27.168
2303;306750;5042899;300332;5041432;26.045
2304;308746;5041163;298610;5042323;29.231
2305;308935;5041006;298583;5042304;35.139
2306;306631;5044292;300286;5053059;22.707
2307;305619;5044742;301256;5042115;25.287
2308;309158;5037233;302096;5045268;36.330
2309;306457;5038371;297985;5039916;27.633
2310;307876;5050229;300286;5048049;27.084
2311;307033;5033127;295084;5042493;42.060
2312;306128;5034013;298659;5041063;41.646
2313;306144;5034006;298431;5040863;42.257
2314;303193;5042720;295164;5044715;26.407
2315;306806;5038682;299020;5042448;26.889
2316;310248;5049009;300220;5048105;31.162
2317;308074;5033682;291227;5044236;39.823
2318;307880;5033850;298815;5040634;48.772
2319;307887;5033534;298546;5039914;36.153
2320;306239;5037470;300284;5040110;26.007
2321;316576;5041871;285168;5035393;39.662
2322;317058;5044195;299230;5040558;32.416
2323;307893;5040109;303091;5039315;21.075
2324;316321;5041751;298020;5039433;32.433
2325;316117;5041547;285438;5035638;36.111
2326;316385;5041598;300433;5041129;33.191
2327;316158;5041808;299224;5040089;33.498
2328;303851;5040207;300216;5040192;27.014
2329;306271;5035485;295550;5032740;26.589
2330;305921;5033710;299966;5040070;35.877
2331;306010;5033709;285225;5035577;39.033
2332;306524;5047863;298956;5040139;25.289
2333;307386;5041374;299651;5040720;22.414
2334;305406;5043035;299284;5040938;29.394
2335;305409;5042991;299561;5040927;53.545
2336;305655;5043228;299706;5039746;26.947
2337;306917;5038634;299453;5040099;30.547
2338;309266;5051239;295302;5039265;26.020
2339;309213;5051260;295312;5039475;26.949
2340;311152;5038957;299056;5040453;23.233
2341;311332;5038891;299006;5040598;25.015
2342;308105;5040129;299306;5040355;22.606
2343;308027;5040126;292761;5042009;21.879
2344;307267;5043218;297957;5046192;20.834
2345;307515;5039717;298527;5041085;38.431
2346;307235;5039741;279135;5036590;37.124
2347;308696;5038443;300072;5041658;33.921
2348;310042;5037178;295749;5033866;28.897
2349;309827;5037218;294120;5033587;26.990
2350;306768;5036625;299844;5039983;32.779
2351;304729;5037338;299423;5039753;20.611
2352;317168;5042203;299533;5041727;21.309
2353;308825;5048699;295803;5052736;24.723
2354;307375;5036524;299177;5034748;36.469
2355;304870;5038893;298821;5040820;18.720
2356;305796;5032784;292961;5045403;36.391
2357;308475;5047204;305113;5056418;27.794
2358;305974;5035764;299290;5040332;26.828
2359;303862;5042945;299496;5041057;34.880
2360;306941;5048592;299176;5048892;23.487
2361;306754;5048582;301750;5050000;24.665
2362;310894;5040505;300274;5041790;30.949
2363;308126;5039082;298295;5038984;38.829
2364;308190;5038823;291047;5044706;36.759
2365;303103;5041762;297640;5052822;27.034
2366;309647;5039247;298762;5035753;23.090
2367;308292;5034293;300791;5046263;32.947
2368;305346;5044137;296782;5048091;26.157
2369;306173;5034477;299004;5040633;29.612
2370;305722;5034945;299000;5040402;27.911
2371;310675;5037816;299055;5039925;22.613
2372;307727;5033855;298527;5039842;30.711
2373;307746;5034038;299806;5040579;30.552
2374;307708;5034024;299755;5040820;24.598
2375;307545;5033783;294933;5044722;38.310
2376;306184;5041924;299113;5044780;23.848
2377;312067;5050327;303011;5047762;22.325
2378;307479;5034195;297565;5034494;41.126
2379;304749;5040251;300668;5041571;30.992
2380;305051;5039882;301069;5041770;21.741
2381;309013;5033909;285249;5035391;44.299
2382;305233;5043510;296660;5047816;29.899
2383;305449;5043453;299619;5037378;27.834
2384;310096;5049271;300054;5041267;47.281
2385;310332;5049305;299827;5040659;32.020
2386;310102;5049248;299676;5040409;28.716
2387;316213;5041825;299652;5040799;37.766
2388;307098;5043989;300285;5043426;44.676
2389;305938;5039839;301993;5045102;26.258
2390;308666;5035267;300105;5040096;26.824
2391;308666;5035230;299887;5040296;27.946
2392;303123;5042943;294820;5040746;28.314
2393;303289;5042938;299347;5040909;29.194
2394;307001;5042507;298926;5039485;19.043
2395;307122;5042287;300435;5040691;22.130
2396;306913;5042458;295827;5040473;28.728
2397;306023;5041847;299869;5040847;36.358
2398;316980;5041795;298823;5040197;35.045
2399;308937;5047968;294137;5045293;33.629
2400;305151;5037496;298827;5039555;40.323
2401;303148;5043182;292843;5044282;29.787
2402;305532;5040126;297997;5042863;19.612
2403;305554;5040131;300110;5040421;13.900
2404;304012;5040219;298783;5040063;40.025
2405;311028;5038720;299775;5039900;23.318
2406;306206;5033476;298597;5039542;31.418
2407;306341;5033664;300685;5044544;26.963
2408;306150;5033439;300254;5040772;22.654
2409;306179;5033436;295604;5040136;32.150
2410;306153;5033657;294610;5039747;32.361
2411;312299;5048011;299467;5046279;22.626
2412;305800;5037752;298815;5040291;28.673
2413;308422;5050684;298711;5039622;35.883
2414;305103;5037293;298420;5043219;25.803
2415;305948;5037737;303150;5051396;17.771
2416;304138;5044390;299272;5040385;27.750
2417;305977;5042977;299612;5041662;20.267
2418;308777;5042731;294834;5034526;32.166
2419;308597;5042675;300162;5041932;45.268
2420;306979;5038170;285214;5035400;24.446
2421;307105;5038196;285422;5035419;39.120
2422;306984;5038179;285360;5035605;28.528
2423;307580;5042860;293017;5033355;23.789
2424;307378;5042803;297555;5051452;22.158
2425;306386;5042419;299251;5041082;46.759
2426;306602;5042476;299677;5041045;46.238
2427;304601;5044129;299849;5041750;32.353
2428;305169;5044076;299833;5049529;36.534
2429;314370;5036433;295874;5040486;22.479
2430;314360;5036246;299933;5041582;26.120
2431;308366;5042346;293389;5047229;22.896
2432;303677;5043271;295858;5040954;57.552
2433;303696;5043538;299374;5040052;56.515
2434;308279;5035044;285405;5035435;17.264
2435;306271;5039584;296419;5037389;26.406
2436;312312;5039659;300385;5041302;31.664
2437;306943;5038378;295023;5049115;35.370
2438;307187;5038191;298797;5039796;51.828
2439;306966;5038378;298764;5039852;45.658
2440;306985;5038226;299153;5040501;40.717
2441;304258;5044847;297358;5037135;37.037
2442;305334;5039316;298200;5038147;34.629
2443;304942;5046387;276106;5037442;28.984
2444;305344;5039874;299515;5040877;16.886
2445;305647;5040968;294963;5033069;28.987
2446;306122;5043193;304537;5057139;28.369
2447;306741;5037160;300103;5045559;33.283
2448;304441;5042178;300507;5040925;29.539
2449;308789;5044850;299959;5040253;28.716
2450;304757;5044081;301685;5050005;21.690
2451;303107;5043229;295781;5044345;17.438
2452;303270;5041718;294412;5031271;30.295
2453;303125;5041954;294554;5031254;29.846
2454;308686;5053325;300551;5040585;22.313
2455;305468;5040948;299657;5040565;49.191
2456;304879;5042913;298101;5050171;29.178
2457;303899;5040772;300276;5041667;22.757
2458;307553;5042881;293766;5045243;22.195
2459;304855;5038037;299862;5043240;20.260
2460;308166;5045554;300383;5045663;18.030
2461;308175;5045543;300400;5045447;18.952
2462;308174;5045560;300658;5045684;25.312
2463;308176;5045570;299590;5039656;23.314
2464;302816;5042866;297437;5043230;56.890
2465;307635;5041167;295068;5049731;18.915
2466;308006;5033961;287486;5035084;22.340
2467;309892;5041929;300076;5041860;45.138
2468;308487;5039843;299935;5043035;22.190
2469;309609;5037715;299916;5040033;20.854
2470;311819;5039827;295489;5040535;34.261
2471;312003;5048013;302007;5050054;26.828
2472;312231;5048246;302258;5050220;30.553
2473;313891;5036066;300331;5042392;33.893
2474;305530;5041680;300335;5042226;34.451
2475;308373;5054151;301850;5044767;25.236
2476;308828;5038155;282931;5034326;34.513
2477;315080;5037727;299781;5040134;39.702
2478;306521;5038721;299575;5040213;38.950
2479;305141;5043894;301095;5047831;21.614
2480;305372;5043884;302560;5040776;21.489
2481;306005;5044475;300043;5051195;52.365
2482;305977;5044447;291131;5043139;52.656
2483;305979;5044406;300038;5051214;37.590
2484;308731;5035576;296863;5044712;26.714
2485;308552;5044841;297056;5047696;27.294
2486;308616;5038573;291945;5033771;40.006
2487;305850;5037131;300096;5041480;35.945
2488;308750;5043294;299341;5040360;32.591
2489;305768;5040338;299880;5042975;43.594
2490;305210;5043890;289396;5043286;37.925
2491;305291;5035320;298422;5038659;23.090
2492;305790;5039811;299137;5043881;37.431
2493;306852;5035433;300144;5045282;37.936
2494;306694;5035645;298506;5039894;33.107
2495;307403;5043877;299005;5049197;42.375
2496;303812;5040902;299718;5040996;21.077
2497;303920;5040939;299232;5039750;21.272
2498;306280;5039357;299204;5039968;31.293
2499;308591;5042777;299994;5041613;26.251
2500;308602;5042840;300061;5041763;26.100
2501;304585;5045538;301554;5044665;39.620
2502;307718;5033906;296964;5042807;33.177
2503;307728;5034465;297969;5038179;28.026
2504;305410;5043392;300439;5039215;38.967
2505;313709;5037575;296227;5050221;25.904
2506;305334;5043371;299675;5040741;31.620
2507;303458;5041264;299016;5039875;45.152
2508;303664;5041267;293765;5041442;39.916
2509;303459;5041092;298473;5046541;41.465
2510;305477;5038619;300447;5040689;20.943
2511;307322;5034916;297076;5045624;39.833
2512;306229;5037942;300791;5038697;22.224
2513;305875;5039163;299429;5039607;27.994
2514;306110;5039156;299720;5039574;27.556
2515;305727;5043885;300232;5043270;25.036
2516;305738;5044051;300273;5046178;32.692
2517;307095;5034029;299032;5040193;26.425
2518;303769;5040669;299284;5039485;17.003
2519;304016;5040483;299263;5039535;20.033
2520;316317;5043027;295647;5036828;28.574
2521;305537;5034552;293177;5034032;28.525
2522;305537;5034613;293122;5034252;54.405
2523;311966;5048161;296999;5047136;21.928
2524;306430;5044089;299434;5039821;29.304
2525;308097;5038557;301130;5043011;23.041
2526;308633;5038908;300385;5034373;43.745
2527;310517;5037765;298590;5039859;33.857
2528;306122;5046416;295173;5040597;29.319
2529;306058;5046484;295132;5040356;27.885
2530;315836;5042661;298485;5046460;23.520
2531;315914;5042503;295012;5040142;33.073
2532;305261;5040426;299949;5043064;36.227
2533;303133;5042863;296765;5046223;22.647
2534;308275;5050664;301745;5036953;36.795
2535;308069;5050421;301823;5036915;35.900
2536;308766;5045244;299718;5040377;34.289
2537;308935;5054224;300168;5040255;44.984
2538;305559;5037128;296171;5051105;58.709
2539;309065;5034269;299284;5040741;28.067
2540;309305;5056306;293463;5050012;27.684
2541;309475;5043469;294850;5038086;29.100
2542;305141;5043885;295725;5051513;38.552
2543;308080;5050200;290580;5040684;24.819
2544;312788;5039713;296840;5045124;25.216
2545;312591;5039515;298423;5046087;23.776
2546;309529;5043480;295236;5040503;25.603
2547;309482;5043530;300433;5040571;33.256
2548;310338;5042485;301638;5049677;31.675
2549;310963;5050356;300684;5039372;24.905
2550;304382;5040675;296128;5041254;20.392
2551;304221;5040470;300615;5046164;19.060
2552;304148;5040389;300702;5042102;26.362
2553;304368;5040458;300657;5042018;23.263
2554;306528;5038315;292723;5045400;19.137
2555;308630;5049857;299912;5040937;30.261
2556;308812;5049761;296810;5041285;42.335
2557;307305;5032311;295564;5036346;29.042
2558;303036;5042797;299634;5040923;30.188
2559;312386;5039217;299452;5040157;20.398
2560;307832;5049929;277355;5035001;33.362
2561;309928;5051674;299289;5040250;28.677
2562;304637;5039645;299081;5040357;43.969
2563;304501;5039693;298918;5040377;32.995
2564;309192;5053090;303761;5056778;20.267
2565;309718;5050940;301032;5042298;33.320
2566;308837;5034457;295229;5040362;30.367
2567;305420;5041002;297754;5039671;20.467
2568;314185;5040737;295852;5045058;24.695
2569;314118;5040713;296051;5045263;23.721
2570;305013;5037828;300418;5042932;21.538
2571;306097;5037848;299602;5040367;25.016
2572;305703;5045200;298525;5038881;27.600
2573;313971;5036031;300812;5046470;37.475
2574;313974;5036270;286845;5037472;31.028
2575;305803;5034893;298396;5044112;20.020
2576;305798;5035026;298532;5044167;23.075
2577;305972;5043949;299456;5040342;29.497
2578;306599;5032947;299839;5040983;37.281
2579;306534;5032907;299876;5040800;29.181
2580;309707;5034920;299174;5039934;35.698
2581;309709;5035065;300094;5042154;35.209
2582;309542;5034871;295239;5040168;30.701
2583;309887;5038027;299829;5035871;35.909
2584;307216;5043958;298808;5050807;28.131
2585;308654;5047905;294748;5045891;26.895
2586;316893;5041654;302991;5049225;27.237
2587;307810;5033268;298718;5039750;41.274
2588;307820;5036771;294483;5044275;46.314
2589;318338;5041562;299246;5040216;31.854
2590;307269;5048720;274612;5036415;26.708
2591;309453;5039709;299623;5040737;34.932
2592;307801;5041122;299266;5035652;25.909
2593;304450;5045066;297313;5051123;24.820
2594;304264;5045038;297115;5051307;23.210
2595;315213;5043975;293521;5047632;38.962
2596;312380;5035833;299499;5042502;22.326
2597;311946;5038637;299593;5035200;26.227
2598;313904;5038271;299276;5051163;28.102
2599;303839;5042391;300579;5045426;18.900
2600;308090;5037030;300684;5045960;23.897
2601;308278;5036997;300485;5046133;23.806
2602;306013;5039201;299785;5039998;24.121
2603;306696;5035071;300441;5041676;31.557
2604;306754;5034896;299325;5037527;28.441
2605;307329;5036229;301116;5035024;32.892
2606;307362;5036894;295935;5049475;24.279
2607;307993;5035871;295296;5040615;26.069
2608;305536;5032718;301623;5052047;21.967
2609;312371;5048549;301081;5045112;24.405
2610;312352;5048501;301075;5044931;25.876
2611;307799;5037309;287516;5038278;21.607
2612;303835;5040103;298562;5039838;25.903
2613;317067;5043635;299336;5040390;40.814
2614;306991;5039776;294236;5043339;23.188
2615;308898;5042501;300084;5040251;28.879
2616;310423;5038578;299548;5036487;23.753
2617;309042;5038276;298691;5040216;34.466
2618;304528;5044273;299847;5040911;21.877
2619;304680;5044519;299699;5041133;26.760
2620;312423;5038220;298644;5039449;21.958
2621;305649;5034977;275802;5034436;25.206
2622;309437;5033656;275759;5034457;35.000
2623;306599;5047433;296452;5033242;30.563
2624;306668;5037204;298817;5040243;22.954
2625;306676;5046292;298636;5039571;45.445
2626;305572;5035500;295924;5044228;32.412
2627;310233;5036998;299863;5042920;27.354
2628;310259;5037201;299885;5042909;30.695
2629;312123;5039307;297544;5032351;34.611
2630;312601;5039750;297413;5042467;37.441
2631;309540;5052019;300675;5043211;24.657
2632;305892;5041215;299860;5040892;35.841
2633;318019;5042684;294904;5045021;26.205
2634;308056;5035014;295467;5040322;40.372
2635;307978;5035022;295519;5040459;41.797
2636;307998;5035049;299515;5040901;43.460
2637;309223;5041710;291375;5045528;22.965
2638;309294;5041730;298956;5040039;33.269
2639;309236;5041704;291376;5045491;24.152
2640;307537;5032996;299572;5041908;26.074
2641;303980;5043988;297991;5046244;28.465
2642;314671;5041130;299362;5045249;40.088
2643;308679;5052367;295755;5042456;32.097
2644;303927;5043962;300901;5048864;40.267
2645;308533;5042297;297113;5043367;46.239
2646;308552;5042308;300278;5041363;46.006
2647;302994;5042674;294970;5036336;40.214
2648;305009;5043414;299720;5040011;36.106
2649;305155;5043659;304904;5055071;19.793
2650;308718;5049382;289088;5042135;29.597
2651;307758;5036644;301254;5035549;29.523
2652;313846;5036483;299460;5039685;26.562
2653;313672;5036291;299438;5039954;29.831
2654;309015;5044485;297176;5048124;29.589
2655;305565;5034536;300062;5040299;37.502
2656;305431;5034580;300305;5041852;50.256
2657;305608;5034564;299415;5041619;41.725
2658;304962;5045539;295043;5045172;26.461
2659;305178;5043879;295050;5045018;27.825
2660;306284;5040043;295833;5044503;26.791
2661;306251;5040087;298953;5037682;26.532
2662;310047;5037224;292452;5043630;29.673
2663;310291;5037231;300780;5041035;30.748
2664;310076;5036980;298691;5039457;28.800
2665;310242;5037046;298853;5039633;28.227
2666;307671;5041280;296849;5047885;34.493
2667;306641;5046797;290646;5040746;24.751
2668;306307;5047183;287606;5040559;21.286
2669;314388;5040753;298921;5050026;33.835
2670;306311;5041502;298546;5042978;24.475
2671;306113;5041446;301581;5037754;27.287
2672;306675;5035761;298845;5039792;37.207
2673;307544;5039050;298620;5039402;33.644
2674;307327;5039049;300082;5041940;35.935
2675;311361;5035565;300488;5043243;30.390
2676;311307;5036629;295641;5033391;31.782
2677;310191;5040586;299595;5040366;23.634
2678;304242;5042473;299633;5040342;30.841
2679;304258;5042285;299236;5039462;36.299
2680;309572;5037007;300039;5039336;39.627
2681;307075;5041734;305454;5060495;33.424
2682;307058;5041722;305659;5060316;24.039
2683;306323;5047325;299675;5040788;36.254
2684;305100;5043302;299793;5041718;23.338
2685;307823;5033353;299196;5039809;35.175
2686;310237;5050993;299391;5041509;31.762
2687;303417;5039386;275362;5038948;37.140
2688;308593;5041482;300242;5040771;20.256
2689;306663;5046566;298398;5049388;29.073
2690;306723;5046837;299613;5039980;40.067
2691;307078;5034933;298807;5039320;34.408
2692;307305;5034891;298664;5040348;32.026
2693;307231;5034910;298550;5041059;34.962
2694;303694;5040190;300639;5045859;26.934
2695;304676;5037477;298061;5054426;32.868
2696;306721;5040266;297269;5042002;27.462
2697;306706;5040473;299726;5041486;22.536
2698;305480;5034634;301201;5039558;19.864
2699;305285;5034664;301406;5039798;17.763
2700;305979;5045239;302701;5040735;22.149
2701;303574;5043848;295390;5037188;27.263
2702;310260;5033917;275640;5034978;22.190
2703;304748;5044029;299930;5041825;29.821
2704;308373;5050311;299430;5040555;28.688
