id;xorig;yorig;xdest;ydest;facper
695;318377;5042260;300602;5045691;20.970
696;305171;5033954;297783;5049085;38.528
697;305328;5040111;299677;5040967;24.909
698;310446;5038967;299267;5040181;26.700
699;310491;5038988;294175;5035708;27.713
700;305932;5039543;298971;5040433;26.760
701;306091;5039516;291370;5041539;19.336
702;307017;5041479;299420;5041171;19.335
703;306944;5041690;299779;5042328;23.115
704;303624;5041647;300397;5039545;19.981
705;303683;5041670;286479;5038924;26.570
706;305960;5042990;300116;5041130;19.846
707;308977;5037179;299029;5039533;18.450
708;306903;5041521;299099;5041518;34.458
709;306664;5041767;293278;5047129;28.742
710;306887;5041723;299141;5041308;31.200
711;315501;5044301;300246;5041696;53.128
712;309706;5038346;299852;5042546;25.382
713;307759;5049425;290738;5045458;21.463
714;309122;5037229;299750;5040315;20.399
715;308908;5037085;299792;5040279;26.360
716;309911;5037109;298479;5038766;27.989
717;309071;5053747;299550;5037778;30.141
718;308957;5053758;300012;5041076;30.861
719;309139;5053617;291314;5041261;49.409
720;306753;5045267;299398;5040317;22.078
721;312464;5047776;301715;5044365;24.756
722;312233;5048165;299044;5045154;24.729
723;312180;5048043;299190;5044975;24.393
724;317223;5043646;302964;5051748;20.133
725;317194;5043602;302906;5051789;22.594
726;306441;5038035;299041;5040267;24.717
727;312914;5038577;299287;5040483;29.598
728;309584;5050303;299538;5040454;30.214
729;305956;5032743;298886;5048130;29.760
730;318213;5042170;299894;5053720;20.742
731;309696;5033730;287440;5038106;27.518
732;304532;5042260;297184;5044610;31.579
733;316716;5042526;298440;5041056;31.479
734;316507;5042539;303493;5048706;19.186
735;305732;5043970;300509;5040787;21.533
736;306204;5038208;295904;5040400;31.625
737;308938;5042943;295326;5044131;27.345
738;308983;5042770;295545;5044324;31.178
739;304063;5040670;299284;5040064;25.311
740;303523;5040477;299486;5040060;18.285
741;303385;5043425;300075;5039671;19.697
742;308036;5046533;299130;5040578;33.385
743;309182;5038645;295015;5040194;25.567
744;309009;5042582;285245;5035411;26.481
745;309031;5042653;285395;5035589;34.171
746;309611;5039409;279402;5036132;19.884
747;311896;5043774;298290;5048253;32.450
748;307376;5042169;300586;5039662;20.915
749;313715;5036166;299338;5040072;35.811
750;305105;5043673;299532;5040000;32.831
751;313882;5036031;299343;5040203;33.430
752;304862;5043373;299087;5040581;45.904
753;304886;5043383;300234;5040530;62.339
754;304839;5043528;299825;5040786;29.248
755;308971;5036305;293567;5035630;34.022
756;318473;5042637;300469;5046176;31.960
757;312454;5040901;303771;5050720;23.175
758;306238;5042300;299805;5040101;31.010
759;310841;5038605;302173;5050641;30.713
760;308780;5038604;299120;5040432;49.023
761;306127;5037158;298804;5039692;20.153
762;314139;5040488;290607;5039782;22.466
763;305044;5044280;290432;5039989;20.965
764;303346;5041930;280685;5035824;25.513
765;312649;5040902;299697;5041643;38.431
766;306434;5045342;299326;5040089;31.432
767;306703;5045376;299306;5040089;34.212
768;306685;5045172;299909;5042911;33.292
769;306077;5047802;300581;5035580;29.866
770;306089;5035944;299038;5040286;32.923
771;305809;5035949;298744;5039645;35.001
772;308975;5042556;300060;5040214;27.808
773;303129;5041908;298523;5036987;15.343
774;307161;5040503;299142;5040363;30.143
775;310124;5049274;287925;5038958;31.489
776;302890;5042951;299731;5039649;18.258
777;305916;5042344;300863;5042208;21.933
778;305629;5034839;293105;5044892;36.148
779;305866;5034822;292912;5044818;42.804
780;311435;5035099;304433;5059068;24.917
781;305773;5043892;299535;5041515;33.975
782;305844;5043632;300164;5042656;50.496
783;306046;5043856;298273;5038166;37.487
784;308297;5035854;292481;5031773;41.563
785;304626;5043082;298816;5044145;26.880
786;306001;5037306;300302;5041577;27.181
787;306012;5037578;300116;5041626;28.286
788;307554;5047624;294401;5053417;25.712
789;310958;5048896;298629;5033349;26.120
790;308284;5042537;300433;5041238;30.180
791;312803;5037640;299750;5039524;37.729
792;306159;5033373;300335;5040326;32.131
793;312525;5039510;298907;5040283;29.787
794;304760;5044563;298228;5038808;31.571
795;311986;5040181;301778;5045526;21.101
796;307418;5043543;300586;5051598;21.493
797;309390;5040022;298463;5042002;30.172
798;306755;5033481;299186;5039661;55.936
799;306157;5046907;300060;5041688;22.036
800;306208;5047086;300981;5040229;25.635
801;303468;5040379;294810;5039769;17.967
802;303620;5040575;299962;5040258;16.546
803;309252;5055236;300398;5044340;26.267
804;309164;5055259;299130;5040089;22.188
805;305456;5042632;277166;5036631;37.518
806;308174;5050175;299224;5050772;29.184
807;308021;5049893;286316;5039102;34.183
808;306115;5047736;298831;5052050;37.130
809;306715;5039296;300615;5043816;27.145
810;307939;5036531;296716;5042910;28.698
811;307902;5036529;300527;5039372;28.767
812;308226;5035845;302683;5040539;19.361
813;308245;5035612;302906;5040585;23.058
814;310423;5039785;299667;5036145;22.184
815;310228;5039794;299599;5041538;28.103
816;310309;5039921;293838;5050568;26.680
817;306354;5034775;297084;5036306;24.871
818;306406;5034742;294130;5040309;30.013
819;307420;5034933;300248;5051788;22.473
820;311655;5047689;299341;5040399;23.667
821;309694;5034617;298959;5035983;43.764
822;308228;5042081;275217;5039376;18.861
823;306719;5037056;279251;5035964;24.837
824;309053;5038015;299521;5043854;29.175
825;312312;5037497;300156;5041652;29.494
826;312347;5037300;296670;5043196;30.013
827;312635;5038041;300607;5045686;23.229
828;312676;5038100;299976;5041359;26.425
829;312835;5039221;300941;5044808;26.556
830;309082;5048558;299129;5040349;26.142
831;309288;5048343;299764;5051329;23.910
832;306859;5033734;300769;5041086;30.527
833;307214;5048450;304521;5058320;22.341
834;309682;5051227;293932;5045515;25.063
835;312695;5038287;292707;5048714;22.500
836;312454;5038424;292881;5048751;25.816
837;304441;5045023;275718;5037830;21.773
838;307355;5036441;291166;5041278;23.011
839;307335;5036290;291103;5041256;29.453
840;307120;5042081;300779;5038464;22.898
841;308804;5040940;300008;5045821;19.792
842;307047;5041278;299914;5040146;33.466
843;307084;5041298;299874;5041779;35.105
844;306845;5041092;291928;5033985;20.470
845;307058;5041062;293213;5047409;20.979
846;304882;5039188;285989;5039190;21.665
847;311106;5051177;292750;5039829;20.841
848;310907;5051205;296731;5043842;26.049
849;304742;5045429;294448;5050852;39.545
850;309476;5033468;290945;5044359;22.618
851;308555;5037719;295984;5034213;23.089
852;308483;5037863;295909;5034161;19.958
853;311267;5047423;299540;5034622;32.400
854;307785;5033350;297788;5047346;30.338
855;308008;5033114;301193;5045809;30.825
856;304659;5043798;299249;5041212;26.340
857;304464;5043957;299434;5041175;33.425
858;307252;5041699;301096;5048122;32.103
859;308780;5042727;299519;5040809;34.859
860;310336;5033675;275541;5036664;24.314
861;305488;5034235;299172;5040235;28.977
862;307159;5042220;300339;5040566;19.872
863;307206;5042152;296245;5035583;23.176
864;307248;5042027;293858;5044784;22.818
865;309413;5037096;299732;5035915;31.326
866;308615;5034295;299650;5040545;37.364
867;308529;5035230;292994;5039177;27.335
868;309014;5036080;300001;5040668;29.421
869;306333;5033716;298553;5041053;39.786
870;306314;5033710;298266;5041050;58.846
871;303111;5043142;299607;5040045;28.384
872;308971;5034960;298137;5044531;28.863
873;304892;5045693;298335;5056512;41.601
874;304370;5039685;299668;5040954;21.495
875;306229;5038774;298259;5042175;21.505
876;306091;5038958;300284;5041578;26.828
877;306255;5038982;298262;5042185;22.908
878;306045;5038752;298295;5039057;20.267
879;304467;5044115;295875;5042951;35.225
880;304578;5040011;297773;5038801;25.498
881;317727;5043860;299927;5043058;29.185
882;308589;5034691;299493;5039967;46.062
883;303163;5042745;302728;5047722;19.191
884;308248;5038274;298994;5039579;40.391
885;308223;5038317;298986;5039616;31.470
886;318272;5044852;300515;5047982;26.691
887;306689;5037350;297320;5037261;40.876
888;307233;5040171;298024;5042261;19.285
889;311076;5038433;300636;5041595;20.236
890;306082;5046854;300798;5042463;28.778
891;305832;5046641;300768;5042520;25.657
892;304703;5044623;299476;5042045;15.006
893;304700;5044607;298078;5045214;20.987
894;307686;5034974;301567;5050279;27.452
895;305158;5042717;300581;5043461;28.469
896;309018;5041135;301324;5039587;29.100
897;305918;5047232;299451;5040450;27.598
898;306120;5047440;299232;5040262;28.352
899;304597;5042469;301595;5038985;18.251
900;306228;5043140;300526;5040989;18.709
901;309185;5040858;300784;5041141;22.956
902;304561;5045727;300147;5051742;39.051
903;308373;5049024;300333;5051885;44.042
904;305869;5038334;300260;5039160;22.555
905;309155;5038282;293651;5044474;24.426
906;305649;5042227;296190;5037097;28.327
907;303654;5043359;300913;5044381;37.532
908;309432;5037282;293377;5030904;22.433
909;306899;5038440;271686;5030359;20.089
910;304943;5039540;290971;5041356;34.751
911;307054;5035836;301377;5044561;28.960
912;310238;5038675;296018;5047856;28.014
913;310942;5050484;297068;5049699;33.405
914;303816;5041724;301039;5042376;29.602
915;305535;5044754;301232;5042142;33.376
916;309785;5051833;299893;5040339;23.412
917;309715;5051682;297820;5043200;24.119
918;309542;5035295;299118;5040636;44.807
919;309354;5035234;299485;5039939;26.622
920;310433;5049300;301354;5049061;19.769
921;303200;5041847;301350;5049328;18.333
922;303167;5042013;299982;5039066;20.015
923;305064;5044029;294720;5044895;31.814
924;307645;5034939;303457;5050025;35.396
925;304200;5042473;299253;5040449;37.542
926;305799;5040269;297360;5054427;35.315
927;310442;5051772;293934;5044597;30.576
928;310203;5051839;299398;5040132;29.867
929;305243;5034699;294834;5042614;34.595
930;306493;5032660;299065;5046362;25.518
931;308590;5052114;299824;5039913;40.610
932;304707;5039333;296343;5044383;31.089
933;306083;5041477;300469;5041392;31.981
934;311658;5050300;299840;5042667;35.434
935;304424;5043003;289450;5041512;25.380
936;304549;5045200;303605;5051373;40.176
937;310617;5037695;285191;5035427;46.767
938;310875;5037505;290287;5041018;46.594
939;310591;5037625;296785;5035029;29.756
940;308495;5035713;300430;5040131;19.072
941;308730;5035897;296706;5032912;28.348
942;307567;5045949;298955;5040499;38.924
943;307511;5036001;301663;5036586;29.399
944;311008;5039759;299862;5041101;24.925
945;311271;5039803;300368;5041466;24.605
946;311244;5039761;300596;5043598;28.621
947;307893;5050129;299640;5041671;33.277
948;308168;5049926;300872;5047942;29.355
949;308892;5048067;293401;5041684;29.642
950;304445;5044195;300700;5036215;27.932
951;314902;5036911;300803;5039777;18.473
952;314908;5036980;300597;5039739;19.172
953;309021;5044805;299438;5041138;26.190
954;308827;5044820;298769;5041136;28.350
955;316982;5043424;298377;5038398;25.337
956;307543;5043198;291102;5041531;25.264
957;307619;5043010;299862;5038417;33.284
958;309454;5039473;298875;5043615;23.208
959;309805;5040113;298312;5042273;24.893
960;310672;5040280;297107;5045557;22.361
961;307389;5044368;299773;5040774;27.894
962;307260;5044563;299586;5040762;29.731
963;308672;5049878;300464;5040348;22.298
964;306910;5042930;299063;5040526;35.779
965;307023;5042929;300076;5040554;36.584
966;314160;5036648;300103;5041639;40.419
967;313933;5036473;302856;5040576;44.695
968;302998;5042719;292648;5040317;27.388
969;310579;5039391;299110;5040288;35.345
970;310553;5039396;299188;5040308;40.484
971;306268;5044880;295149;5040367;31.947
972;306096;5045036;295164;5040333;31.438
973;308090;5039212;285386;5035438;21.968
974;311883;5043773;301780;5048439;16.873
975;307822;5045526;295867;5044264;26.889
976;312606;5040131;299318;5040812;29.954
977;308634;5054739;285180;5035419;22.926
978;306698;5035360;300277;5040111;22.334
979;305179;5038688;300259;5041635;15.855
980;305353;5038946;302569;5049304;14.666
981;305992;5047513;300660;5040768;27.138
982;305986;5047537;300466;5040576;31.888
983;307840;5040825;299484;5040467;28.949
984;311428;5048294;294451;5043330;19.231
985;305382;5041923;295559;5051960;20.928
986;305433;5041932;299309;5040517;20.493
987;303666;5043989;299670;5040556;32.730
988;306368;5043228;297149;5046326;30.379
989;306344;5043220;298884;5043559;45.878
990;306215;5043470;297136;5046376;31.058
991;305723;5041833;288936;5035387;22.586
992;309504;5051447;282975;5034370;31.597
993;306007;5042365;292755;5045419;47.945
994;308370;5044204;300235;5041617;28.563
995;308380;5044197;299094;5039758;25.238
996;303281;5043198;297537;5042577;25.439
997;308283;5036098;297165;5043562;33.338
998;306682;5039640;294126;5038870;20.343
999;304765;5043302;300729;5040743;41.371
1000;308281;5052494;298681;5046501;28.986
1001;305020;5042084;298933;5053398;36.786
1002;305952;5039563;297871;5050557;26.643
1003;310166;5051007;298968;5040665;25.814
1004;304705;5044726;299438;5039728;30.560
1005;304740;5044930;299558;5040038;34.876
1006;304740;5044925;299501;5039492;24.294
1007;305965;5041005;301570;5047372;29.059
1008;308378;5053737;293330;5050808;25.928
1009;312096;5038078;299447;5039901;23.550
1010;310976;5046870;281805;5035472;31.082
1011;310439;5046208;275919;5038243;36.189
1012;306133;5046481;298084;5047286;28.413
1013;317275;5042883;300069;5038064;41.293
1014;305252;5044339;296688;5032844;27.202
1015;305327;5044562;300276;5040607;27.778
1016;310039;5039644;293910;5045707;27.620
1017;310069;5039587;295122;5040547;32.403
1018;307827;5045987;302008;5041920;28.472
1019;307852;5046007;302186;5041896;27.410
1020;305466;5041003;299184;5036934;41.899
1021;308923;5051043;304392;5056786;25.100
1022;309389;5042725;299630;5040587;33.066
1023;310030;5040708;299892;5043176;26.616
1024;308401;5041442;288748;5039467;18.496
1025;305127;5045433;298504;5039817;23.244
1026;303031;5042890;292363;5047712;25.168
1027;302871;5042876;292150;5047488;19.965
1028;310213;5036845;298880;5040521;34.001
1029;311580;5049538;299767;5051134;38.074
1030;308546;5036565;298411;5044839;32.796
1031;306130;5040998;300991;5035753;35.836
1032;307969;5044723;301106;5035779;32.088
1033;303171;5042483;294152;5038306;37.443
1034;303183;5042847;289370;5041757;27.345
1035;308630;5039215;297980;5038874;19.744
1036;308804;5039223;299779;5040346;22.085
1037;308602;5039175;299580;5040416;28.310
1038;310144;5050559;299535;5049668;38.744
1039;303303;5043391;299940;5040051;27.653
1040;310957;5048715;294444;5049701;25.706
1041;308598;5052981;298324;5039037;19.871
1042;304887;5039219;300901;5048265;36.993
1043;315822;5044418;287801;5043259;33.119
1044;307274;5035664;299202;5040003;47.367
1045;311366;5036494;299137;5040318;27.496
1046;311360;5036292;298467;5052278;21.541
1047;306155;5034591;299345;5039838;34.554
1048;306170;5034584;298609;5040985;36.079
1049;306167;5045945;298843;5040590;16.401
1050;306302;5045976;295723;5040292;30.605
1051;309652;5034773;290567;5041567;28.727
1052;309875;5034949;295155;5040412;26.368
1053;309690;5034697;299622;5040112;33.446
1054;309644;5038320;295361;5037973;20.251
1055;310734;5046782;296331;5049363;24.616
1056;316782;5044059;299900;5041202;32.941
1057;309573;5048674;300200;5041431;41.437
1058;303757;5040514;300564;5041953;25.928
1059;303976;5040638;299140;5039650;17.724
1060;309009;5053017;301072;5050995;38.818
1061;306080;5034077;298568;5039789;31.698
1062;308274;5052930;295795;5054166;27.045
1063;311205;5040758;303171;5048985;23.153
1064;305847;5043519;299669;5040951;25.750
1065;306646;5046192;299193;5040574;25.238
1066;306416;5046270;299024;5040624;24.894
1067;308254;5047985;289546;5034180;24.033
1068;307177;5034580;300627;5035785;25.019
1069;308162;5045661;299843;5040989;35.283
1070;308170;5045512;300391;5039459;36.311
1071;311428;5048084;299285;5049283;28.774
1072;309739;5037668;299725;5039866;36.919
1073;309956;5038189;298814;5041621;30.948
1074;307239;5044102;298553;5039564;28.481
1075;307233;5044131;299385;5040260;27.181
1076;307821;5040838;296342;5045200;21.197
1077;307827;5040997;292798;5044315;24.868
1078;308727;5036782;299947;5039987;31.769
1079;307818;5033991;297003;5045287;26.461
1080;308047;5034232;299743;5040634;29.026
1081;308195;5040133;294169;5033609;28.182
1082;308186;5040096;275645;5033661;27.238
1083;305357;5038704;298396;5046538;29.977
1084;305612;5038492;298030;5039161;22.999
1085;305412;5038448;296662;5037259;20.978
1086;305438;5038442;299427;5040859;14.755
1087;309144;5045180;300561;5039858;24.046
1088;308427;5037634;297951;5038708;30.337
1089;306315;5046029;300664;5045413;21.003
1090;306145;5046115;302176;5042188;26.659
1091;308661;5039129;294323;5032238;27.052
1092;310527;5033835;297098;5047978;29.362
1093;306599;5041024;299701;5050029;27.070
1094;309476;5042881;302705;5040616;27.607
1095;309696;5050044;300166;5040437;28.044
1096;309267;5042706;299946;5040312;26.045
1097;311079;5050692;300465;5036075;45.524
1098;317527;5042898;300413;5040365;54.569
1099;307322;5044420;299980;5040940;39.017
1100;310124;5050709;299028;5040551;32.062
1101;305735;5039862;299439;5041887;40.016
1102;305210;5042052;299412;5056076;16.720
1103;304243;5039271;289390;5037816;24.780
1104;308307;5041130;299223;5040424;43.422
1105;305796;5039822;297495;5043965;26.880
1106;306885;5037001;299849;5045931;27.912
1107;305749;5034704;299851;5040146;34.349
1108;305532;5034643;300003;5040986;27.413
1109;306707;5034391;299651;5040312;20.040
1110;304237;5044689;305132;5056397;37.332
1111;306624;5033446;278556;5036533;43.205
1112;306400;5033273;296832;5037407;29.852
1113;305540;5037009;299453;5041333;24.403
1114;305136;5040302;299795;5040100;27.314
1115;304987;5040284;301089;5047827;35.383
1116;316569;5043716;286890;5041207;33.691
1117;316550;5043683;298673;5041500;30.892
1118;306431;5033013;300575;5041222;17.604
1119;304117;5044428;299363;5039174;25.527
1120;309475;5036879;299144;5045562;19.503
1121;309450;5036866;301463;5045709;21.186
1122;305583;5039671;273851;5031177;23.426
1123;307745;5038709;300243;5041458;23.693
1124;305443;5041136;302133;5045569;34.646
1125;305499;5040963;301906;5045604;35.096
1126;309785;5034860;301718;5047712;29.477
1127;309557;5035100;301173;5042314;21.839
1128;308479;5037626;302012;5042656;33.387
1129;305063;5044141;278318;5032887;35.968
1130;312803;5040471;299870;5041660;28.555
1131;313000;5040525;300963;5048391;23.536
1132;312811;5040677;300467;5041277;22.022
1133;308066;5035888;304096;5058164;29.708
1134;310522;5050636;289201;5034892;28.067
1135;310509;5050445;301587;5046780;45.133
1136;305158;5045806;297846;5043939;30.536
1137;302937;5042945;297774;5043343;54.915
1138;307995;5032099;293189;5043574;21.854
1139;307780;5037112;299716;5043029;35.839
1140;306225;5037059;279663;5035873;36.309
1141;307830;5040272;297601;5044944;28.410
1142;305679;5042344;299235;5039503;29.309
1143;308746;5036910;300243;5040198;31.580
1144;308938;5036955;291024;5044792;21.377
1145;309985;5048265;299491;5041415;33.432
1146;305089;5043243;296845;5038016;18.633
1147;309436;5041610;300053;5041457;31.484
1148;309271;5041608;303610;5056945;29.839
1149;309274;5041800;290887;5039467;21.230
1150;304063;5043751;299687;5044355;30.816
1151;304356;5044234;299672;5043047;46.026
1152;308463;5050870;295951;5040109;47.846
1153;308431;5051093;299568;5041757;31.814
1154;306063;5041265;300676;5046078;28.366
1155;306024;5041310;300452;5041886;45.695
1156;304700;5045714;297862;5049156;32.109
1157;304758;5045546;304806;5056329;27.113
1158;306838;5037225;294207;5038261;35.144
1159;306662;5037243;295707;5036899;33.238
1160;306678;5037194;294443;5038386;35.216
1161;310544;5047635;290723;5043627;27.085
1162;315969;5044759;298299;5038742;23.396
1163;306187;5040822;299358;5040927;31.102
1164;308538;5050619;299337;5040680;38.919
1165;311199;5038793;298726;5054322;34.100
1166;305543;5033983;299609;5040132;28.559
1167;308852;5050427;292453;5044220;23.827
1168;308918;5050611;292496;5044179;28.778
1169;309025;5051072;299987;5040438;31.522
1170;304507;5044997;299079;5040367;25.638
1171;309856;5047122;302291;5051147;30.883
1172;309649;5047046;302321;5051405;30.185
1173;310736;5041995;301501;5049762;31.428
1174;303652;5043289;298802;5045896;21.553
1175;303796;5043004;299889;5040976;17.884
1176;308650;5042678;300953;5047771;28.488
1177;309088;5039080;300148;5041335;24.791
1178;314597;5038378;292209;5037577;37.071
1179;304056;5042803;296106;5040640;51.943
1180;303793;5042974;300320;5041326;24.302
1181;304394;5039698;295379;5041449;33.801
1182;307106;5038596;297148;5048058;19.472
1183;307554;5047743;298967;5036386;32.881
1184;310109;5037536;288823;5038226;24.109
1185;307526;5043121;301996;5045318;32.558
1186;304124;5044190;299084;5040550;31.093
1187;304153;5043901;299907;5040965;31.635
1188;316394;5042263;299699;5041440;57.405
1189;316385;5042535;295660;5043871;38.070
1190;305583;5038887;300495;5043360;13.619
1191;308368;5039741;299547;5040341;28.059
1192;311715;5035074;303840;5054576;27.702
1193;305057;5043096;295624;5051339;29.155
1194;304310;5044757;298165;5042176;21.907
1195;309519;5033707;295144;5031390;28.814
1196;308204;5047056;295549;5043456;44.466
1197;305081;5044066;271704;5030561;35.191
1198;308438;5034165;299810;5039936;35.211
1199;308044;5051652;300002;5040612;23.097
1200;308089;5051638;297818;5038982;24.118
1201;308063;5051683;288714;5043487;24.543
1202;312838;5038169;300739;5039515;29.814
1203;308996;5038809;300237;5041503;18.910
1204;307322;5036635;297582;5050796;28.138
1205;312235;5047153;280260;5038400;56.138
1206;311969;5047364;280052;5038144;55.054
1207;308919;5037001;299967;5040393;44.668
1208;307022;5039782;299143;5039861;38.715
1209;306014;5034444;300652;5045634;28.636
1210;306026;5034433;300593;5045484;29.890
1211;306195;5034182;300147;5041554;21.883
1212;306024;5034224;299886;5041603;33.170
1213;317364;5042232;292741;5043723;23.457
1214;317321;5042049;292714;5043556;32.589
1215;306295;5034406;298840;5040191;22.165
1216;307434;5037266;298504;5038270;34.690
1217;306973;5042793;298979;5035238;33.731
1218;311185;5047995;279639;5034391;48.790
1219;312584;5039954;301638;5050389;55.799
1220;306749;5035732;299269;5037716;23.423
1221;308011;5049615;299107;5040276;19.383
1222;308013;5049631;299642;5040402;22.370
1223;308526;5050454;295790;5040155;28.308
1224;308317;5050245;299835;5039930;25.367
1225;312814;5038453;280225;5037787;25.089
1226;312830;5038667;280205;5037777;26.445
1227;305961;5047162;298607;5041531;29.543
1228;305744;5043392;301675;5037548;47.488
1229;307115;5037062;293253;5042725;15.762
1230;307369;5038092;299527;5041032;31.366
1231;311032;5041700;299609;5043139;31.410
1232;318264;5044860;298491;5046535;43.847
1233;304602;5042813;300646;5037401;17.422
1234;303675;5043296;299975;5049277;23.438
1235;303859;5042938;298071;5046180;19.380
1236;308680;5044839;299780;5052457;27.358
1237;307781;5040091;290753;5044655;26.959
1238;307521;5040078;294272;5048567;28.243
1239;306808;5039189;299129;5034477;26.369
1240;303806;5042949;301894;5044962;36.426
1241;306644;5038069;294987;5039985;26.192
1242;307314;5048307;299957;5050429;25.210
1243;310163;5050598;299759;5041672;25.723
1244;307373;5046182;299736;5040246;24.454
1245;307198;5046388;300445;5041841;28.713
1246;307490;5034780;299350;5040331;40.413
1247;307751;5034669;299549;5040079;29.933
1248;307704;5034610;299398;5040129;43.769
1249;308293;5052355;304063;5057085;37.916
1250;308353;5038473;299417;5039537;34.520
1251;308376;5038394;300637;5041627;34.038
1252;309099;5052580;293776;5045747;31.593
1253;309126;5052652;288962;5035791;24.969
1254;308873;5052805;299915;5041780;25.182
1255;307767;5050294;276282;5039466;37.463
1256;304411;5043257;295784;5046449;36.912
1257;307585;5037843;299199;5040726;33.258
1258;311888;5039819;298871;5039969;35.875
1259;304627;5042346;300454;5044583;26.838
1260;303016;5042739;292993;5046908;30.945
1261;314266;5036364;299051;5039921;29.910
1262;314498;5036571;298231;5039084;28.052
1263;314450;5036516;300291;5040873;28.344
1264;314230;5036569;295818;5042480;22.484
1265;307176;5047570;297445;5032505;25.073
1266;312446;5040148;297988;5042829;29.992
1267;304672;5043848;300086;5041847;31.503
1268;306529;5042113;295599;5040045;21.395
1269;308006;5039827;298561;5045656;26.283
1270;307855;5040058;297872;5046150;20.606
1271;307452;5035148;297985;5051579;32.325
1272;312630;5037531;299123;5040332;38.187
1273;312598;5037651;299456;5040087;38.882
1274;312979;5040664;296539;5032648;28.575
1275;312834;5040667;298936;5041447;31.154
1276;312990;5040420;298872;5040095;33.061
1277;306170;5043535;299899;5041380;20.677
1278;305300;5044415;300280;5043453;52.079
1279;312359;5046974;299242;5045655;44.669
1280;306934;5036838;296925;5037265;19.856
1281;306871;5036847;296990;5037224;27.493
1282;304813;5043453;300305;5041068;18.277
1283;306797;5042916;299436;5043516;19.448
1284;311875;5040299;298639;5043919;30.311
1285;305573;5035359;299051;5039961;32.467
1286;305526;5035327;298552;5040904;26.550
1287;305788;5035353;298604;5040800;37.544
1288;303698;5042854;299787;5040026;17.092
1289;309678;5048194;303039;5047369;24.598
1290;307604;5045052;301339;5039510;31.025
1291;307372;5044847;299223;5039885;29.265
1292;305542;5034841;294766;5038661;34.402
1293;305482;5034824;301066;5038493;33.877
1294;306282;5046851;297807;5038930;24.550
1295;306192;5040998;299679;5043234;28.161
1296;305210;5045455;299920;5039972;30.778
1297;307806;5037865;299778;5039920;37.213
1298;307810;5037848;294763;5038021;46.953
1299;307846;5037821;298252;5038768;47.518
1300;309443;5043478;300532;5039784;31.689
1301;305805;5044428;292647;5043987;35.946
1302;310340;5040775;298802;5039437;51.357
1303;304575;5045695;296958;5044492;34.507
1304;306573;5042956;292842;5033848;38.960
1305;310792;5040716;300632;5045618;39.324
1306;310820;5040568;299682;5040389;37.870
1307;303192;5042932;300717;5041288;22.620
1308;307623;5033916;298908;5039733;18.073
1309;304488;5042644;298881;5039997;17.710
1310;309021;5048145;301271;5048815;37.020
1311;305737;5038497;296947;5041961;16.621
1312;306444;5041570;294796;5045521;27.543
1313;308472;5052211;294064;5045018;24.388
1314;309572;5042171;299164;5040091;29.631
1315;305937;5040132;296619;5045229;27.285
1316;309428;5042248;296664;5045242;27.259
1317;309600;5041979;299143;5040336;23.785
1318;309557;5042200;297664;5044555;23.151
1319;309565;5041968;299161;5040272;27.235
1320;306689;5046453;298976;5040459;28.920
1321;307424;5031984;299902;5043170;42.467
1322;303402;5043774;300524;5041400;32.808
1323;311929;5049348;288764;5035815;35.566
1324;308327;5049407;299710;5051618;29.519
1325;306730;5036116;300074;5037556;45.594
1326;306740;5036137;292047;5041057;35.187
1327;310707;5040100;299902;5041987;48.354
1328;312196;5047408;296931;5044504;21.207
1329;307371;5037592;279316;5039412;40.429
1330;312846;5038779;299537;5046313;23.554
1331;312941;5038765;299582;5046391;19.450
1332;303755;5040930;292461;5039809;21.028
1333;303725;5040948;298719;5040062;19.692
1334;303925;5040994;298465;5039388;21.263
1335;307365;5046445;300788;5039700;31.915
1336;309948;5049768;299497;5040024;43.080
1337;303739;5039027;300276;5040360;19.936
1338;305205;5036694;301710;5044835;37.694
1339;305219;5036628;301757;5044703;24.955
1340;310510;5037485;295327;5043505;23.091
1341;305924;5044510;301689;5047853;57.632
1342;306905;5044570;300149;5041744;32.252
1343;303316;5043633;292892;5047216;31.683
1344;303296;5043625;300604;5045500;46.722
1345;312732;5040242;294584;5039169;19.320
1346;312755;5040426;300043;5040427;25.517
1347;314360;5040554;303300;5050606;30.623
1348;306567;5041587;298009;5039099;45.950
1349;306751;5041626;290385;5041463;32.202
1350;308019;5041422;300944;5045799;32.905
1351;306374;5046660;298673;5037526;23.751
1352;306393;5046652;298730;5037475;23.599
1353;308787;5035770;296710;5044763;21.358
1354;306066;5042168;299643;5040806;35.593
1355;313031;5038343;302227;5046528;27.599
1356;308729;5032495;299561;5040642;42.792
1357;309087;5043142;299042;5040355;28.653
1358;306718;5039705;292557;5044464;35.658
1359;309152;5050907;299388;5039950;26.409
1360;306296;5038304;279071;5033230;20.824
1361;306366;5038104;279079;5033209;25.770
1362;305717;5039812;289410;5038544;27.554
1363;303130;5042709;300617;5050105;32.443
1364;305151;5041793;268548;5031516;33.190
1365;311710;5039392;299501;5040472;26.440
1366;306437;5038741;300728;5039498;32.816
1367;306551;5037165;285425;5035414;30.753
1368;306741;5036904;299416;5041133;44.976
1369;306754;5036956;297387;5042397;44.864
1370;307799;5038070;302071;5048583;33.237
1371;305369;5042529;293755;5045578;32.459
1372;307397;5034377;299867;5041787;20.884
1373;303327;5041733;294431;5036475;22.069
1374;303131;5043023;286507;5039079;33.479
